cell,slot,throughput
2,0,50289.073000000004
2,1,6.912
2,2,30.656
2,3,2360.018
2,4,2610.486
2,5,662452.056
2,6,2304.9759999999997
2,7,3915.7439999999997
2,8,963.177
2,9,2078.9300000000003
2,10,4249.505
2,11,616.644
2,12,3145.898
2,13,4127.425
2,14,667.189
2,15,1548.266
2,16,3740.773
2,17,3803.741
2,18,1602.927
2,19,3722.461
2,20,74.305
2,21,87.552
2,22,111.296
2,23,43.903999999999996
2,24,2329.362
2,25,1661.391
2,26,1311.5
2,27,4025.9519999999998
2,28,4282.663
2,29,3948.192
2,30,2087.888
2,31,575870.19
2,32,3574.5860000000002
2,33,3530.906
2,34,1555.212
2,35,804.806
2,36,1297.162
2,37,1927.13
2,38,3622.746
2,39,3170.552
2,40,1604.94
2,41,608.5799999999999
2,42,3185.4939999999997
2,43,0.0
2,44,37.568
2,45,2563.346
2,46,1582.412
2,47,3527.77
2,48,2003.214
2,49,2845.462
2,50,3215.9610000000002
2,51,0.0
2,52,1391.295
2,53,3394.4900000000002
2,54,7348.758
2,55,1224.584
2,56,30.656
2,57,3399.866
2,58,3988.09
2,59,3886.1699999999996
2,60,2746.674
2,61,6.912
2,62,0.0
2,63,87.552
2,64,101.936
2,65,87.552
2,66,2360.81
2,67,6.912
2,68,1052.3600000000001
2,69,2980.565
2,70,4822.946
2,71,4837.7
2,72,965.414
2,73,3146.5170000000003
2,74,2442.256
2,75,5533.927
2,76,1593.775
2,77,1281.932
2,78,920.3899999999999
2,79,7824.991
2,80,4282.215
2,81,731969.17
2,82,6.912
2,83,3628.129
2,84,660.998
2,85,30.656
2,86,2577.24
2,87,322.211
2,88,6.912
2,89,3324.445
2,90,3955.172
2,91,4282.215
2,92,3581.366
2,93,3.456
2,94,30.656
2,95,4936.648
2,96,7032.692
2,97,2879.739
2,98,6.912
2,99,1545.834
2,100,5821.513
2,101,2115.47
2,102,2403.2799999999997
2,103,2705.012
2,104,94.465
2,105,87.552
2,106,22601.216
2,107,2700.888
2,108,344.579
2,109,2584.2799999999997
2,110,3931.1989999999996
2,111,3241.4979999999996
2,112,0.0
2,113,3007.947
2,114,269.538
2,115,1742.032
2,116,2907.544
2,117,3162.293
2,118,2622.356
2,119,1301.8980000000001
2,120,31.52
2,121,6257.649
2,122,3399.866
2,123,2880.6620000000003
2,124,0.864
2,125,548.9960000000001
2,126,2857.7830000000004
2,127,6.912
2,128,30.656
2,129,2370.098
2,130,2622.356
2,131,581640.696
2,132,2097.1040000000003
2,133,3399.866
2,134,1043.592
2,135,1326.506
2,136,3399.866
2,137,784.422
2,138,2382.19
2,139,3399.866
2,140,802.934
2,141,1067.336
2,142,3162.293
2,143,3399.866
2,144,1043.592
2,145,3436.025
2,146,7.776
2,147,144.865
2,148,111.296
2,149,53.984
2,150,2339.442
2,151,1326.506
2,152,784.422
2,153,3205.485
2,154,3399.866
2,155,3659.0370000000003
2,156,1844.846
2,157,580344.846
2,158,3399.866
2,159,3399.866
2,160,1821.102
2,161,548.9960000000001
2,162,1561.932
2,163,1604.68
2,164,3399.866
2,165,3159.208
2,166,1821.102
2,167,289.826
2,168,3116.952
2,169,0.0
2,170,30.656
2,171,2107.472
2,172,1589.132
2,173,3399.866
2,174,2104.016
2,175,2598.612
2,176,3140.697
2,177,0.0
2,178,1132.125
2,179,3399.866
2,180,6540.563
2,181,1302.762
2,182,6.912
2,183,3399.866
2,184,3399.866
2,185,3399.866
2,186,2363.186
2,187,6.912
2,188,0.0
2,189,87.552
2,190,78.19200000000001
2,191,111.296
2,192,2360.81
2,193,6.912
2,194,1060.424
2,195,2659.379
2,196,4177.376
2,197,4443.459
2,198,548.9960000000001
2,199,2857.782
2,200,1837.9340000000002
2,201,4961.799
2,202,1319.594
2,203,1043.592
2,204,487.172
2,205,5797.552
2,206,3385.306
2,207,577813.262
2,208,6.912
2,209,2313.236
2,210,691.686
2,211,30.656
2,212,1853.2640000000001
2,213,228.258
2,214,10.367999999999999
2,215,1197.033
2,216,1573.58
2,217,2595.254
2,218,1890.839
2,219,3.456
2,220,6.912
2,221,3331.77
2,222,4550.084
2,223,2345.042
2,224,6.912
2,225,1052.3600000000001
2,226,4934.695
2,227,2089.936
2,228,2073.104
2,229,2168.8050000000003
2,230,94.465
2,231,87.552
2,232,22601.216
2,233,929.511
2,234,262.37
2,235,930.6949999999999
2,236,2610.036
2,237,3388.218
2,238,265.186
2,239,2885.337
2,240,518.6279999999999
2,241,1513.998
2,242,2857.112
2,243,3162.293
2,244,2881.5260000000003
2,245,1299.306
2,246,10.367999999999999
2,247,6022.223
2,248,3399.866
2,249,3137.2400000000002
2,250,3.456
2,251,289.826
2,252,3116.9530000000004
2,253,6.912
2,254,30.656
2,255,2370.098
2,256,2363.186
2,257,581640.696
2,258,2097.1040000000003
2,259,3399.866
2,260,1302.762
2,261,1067.336
2,262,3399.866
2,263,1043.592
2,264,2123.02
2,265,3399.866
2,266,1062.104
2,267,808.166
2,268,3162.293
2,269,3399.866
2,270,1036.68
2,271,3699.5150000000003
2,272,10.367999999999999
2,273,127.873
2,274,111.29599999999999
2,275,70.976
2,276,1164.105
2,277,911.432
2,278,660.582
2,279,2971.629
2,280,3399.866
2,281,3925.119
2,282,1394.828
2,283,509152.878
2,284,3385.306
2,285,3385.306
2,286,2071.312
2,287,288.706
2,288,1813.2620000000002
2,289,1339.798
2,290,3385.306
2,291,3145.688
2,292,2071.312
2,293,30.656
2,294,3361.562
2,295,0.0
2,296,30.656
2,297,1839.598
2,298,1579.692
2,299,3377.242
2,300,2353.106
2,301,2329.362
2,302,3385.306
2,303,0.0
2,304,1059.272
2,305,3184.373
2,306,6512.563
2,307,1555.212
2,308,6.912
2,309,3127.2560000000003
2,310,3385.306
2,311,3385.306
2,312,2611.156
2,313,6.912
2,314,0.0
2,315,87.552
2,316,78.19200000000001
2,317,111.296
2,318,3238.931
2,319,7.776
2,320,1451.0839999999998
2,321,3599.4539999999997
2,322,5412.267
2,323,6061.426
2,324,387.939
2,325,3937.025
2,326,2522.037
2,327,6360.47
2,328,1977.714
2,329,1315.084
2,330,387.491
2,331,8487.143
2,332,4669.5109999999995
2,333,715060.536
2,334,6.912
2,335,3169.5950000000003
2,336,1401.996
2,337,30.656
2,338,2570.072
2,339,317.859
2,340,10.367999999999999
2,341,2603.463
2,342,4249.063
2,343,4193.508
2,344,3548.676
2,345,261.50600000000003
2,346,6.912
2,347,4281.8279999999995
2,348,8150.0199999999995
2,349,3218.654
2,350,6.912
2,351,1004.873
2,352,6251.382
2,353,2967.1310000000003
2,354,2296.213
2,355,3055.799
2,356,94.465
2,357,87.552
2,358,22601.216
2,359,1572.044
2,360,781.062
2,361,2171.6659999999997
2,362,4435.655
2,363,4168.199
2,364,644.422
2,365,2878.939
2,366,781.062
2,367,1992.914
2,368,3955.172
2,369,3982.425
2,370,3923.812
2,371,1599.471
2,372,10.367999999999999
2,373,7077.949
2,374,4180.295
2,375,4176.839
2,376,3.456
2,377,30.656
2,378,4258.468000000001
2,379,6.912
2,380,30.656
2,381,2970.587
2,382,2098.256
2,383,3866.466
2,384,713752.341
2,385,4190.375
2,386,1969.17
2,387,802.1179999999999
2,388,3373.658
2,389,1292.682
2,390,2059.204
2,391,4282.215
2,392,1665.486
2,393,544.9639999999999
2,394,3277.711
2,395,4265.639
2,396,1275.02
2,397,4864.618
2,398,10.367999999999999
2,399,127.873
2,400,111.29599999999999
2,401,70.976
2,402,2949.435
2,403,1012.649
2,404,981.129
2,405,4039.2799999999997
2,406,4285.351
2,407,5199.691000000001
2,408,1665.871
2,409,732319.9569999999
2,410,4282.215
2,411,4180.295
2,412,2950.299
2,413,30.656
2,414,2560.536
2,415,1332.4759999999999
2,416,4180.295
2,417,3978.531
2,418,2950.299
2,419,6.912
2,420,4282.215
2,421,0.0
2,422,30.656
2,423,1945.8739999999998
2,424,1952.786
2,425,4205.159
2,426,3305.566
2,427,2626.84
2,428,4615.527
2,429,0.0
2,430,988.2649999999999
2,431,3964.408
2,432,8220.806
2,433,2238.197
2,434,6.912
2,435,3628.129
2,436,4287.143
2,437,4191.943
2,438,3614.721
2,439,7.776
2,440,0.0
2,441,87.552
2,442,78.19200000000001
2,443,101.21600000000001
2,444,2906.075
2,445,7.992
2,446,1298.7640000000001
2,447,2899.451
2,448,4864.298
2,449,6102.42
2,450,30.656
2,451,3513.217
2,452,2296.469
2,453,6251.3820000000005
2,454,2273.845
2,455,1283.724
2,456,30.656
2,457,8319.367999999999
2,458,4282.215
2,459,732647.0
2,460,6.912
2,461,2584.2799999999997
2,462,1602.927
2,463,30.656
2,464,2580.824
2,465,0.0
2,466,329.57099999999997
2,467,2639.832
2,468,3974.883
2,469,3893.38
2,470,3945.1639999999998
2,471,658.406
2,472,6.912
2,473,3176.983
2,474,6886.871
2,475,3536.097
2,476,7.776
2,477,538.052
2,478,3373.658
2,479,4145.12
2,480,1549.836
2,481,3242.2
2,482,85.249
2,483,87.552
2,484,22601.216
2,485,1319.594
2,486,1035.528
2,487,1316.426
2,488,3373.658
2,489,3725.343
2,490,989.385
2,491,3039.7509999999997
2,492,1345.548
2,493,1316.426
2,494,3426.524
2,495,4045.7799999999997
2,496,4314.919
2,497,1340.3
2,498,344.579
2,499,3706.9770000000003
2,500,7753.986
2,501,4371.943
2,502,337.66700000000003
2,503,6.912
2,504,3373.6580000000004
2,505,6.912
2,506,30.656
2,507,2084.432
2,508,2091.344
2,509,3373.658
2,510,575985.744
2,511,4381.223
2,512,2349.525
2,513,699.078
2,514,4376.295
2,515,2014.866
2,516,2064.267
2,517,4375.399
2,518,2036.049
2,519,365.315
2,520,4074.004
2,521,4368.679
2,522,1309.964
2,523,4037.027
2,524,1352.4589999999998
2,525,127.873
2,526,111.29599999999999
2,527,70.976
2,528,3015.3869999999997
2,529,689.0939999999999
2,530,982.473
2,531,4036.7039999999997
2,532,4200.002
2,533,5394.57
2,534,1273.416
