cell,slot,throughput
13,0,2355.3469999999998
13,1,30.656
13,2,23.744
13,3,6.912
13,4,30.656
13,5,30.656
13,6,30.656
13,7,6.912
13,8,23.744
13,9,6.912
13,10,30.656
13,11,30.656
13,12,30.656
13,13,30.656
13,14,0.0
13,15,13.824
13,16,30.656
13,17,54.4
13,18,30.656
13,19,6.912
13,20,6.912
13,21,107.71199999999999
13,22,20.16
13,23,103.736
13,24,70.976
13,25,37.568
13,26,30.656
13,27,30.656
13,28,30.656
13,29,6.912
13,30,30.656
13,31,30.656
13,32,6.912
13,33,23.744
13,34,30.656
13,35,6.912
13,36,6.912
13,37,30.656
13,38,30.656
13,39,23.744
13,40,30.656
13,41,6.912
13,42,37.568
13,43,30.656
13,44,30.656
13,45,3.456
13,46,34.111999999999995
13,47,0.0
13,48,30.656
13,49,30.656
13,50,37.568
13,51,30.656
13,52,6.912
13,53,30.656
13,54,30.656
13,55,29.792
13,56,7.776
13,57,30.656
13,58,0.0
13,59,30.656
13,60,30.656
13,61,27.2
13,62,10.367999999999999
13,63,77.47200000000001
13,64,40.32
13,65,81.056
13,66,102.656
13,67,37.568
13,68,30.656
13,69,6.912
13,70,23.744
13,71,36.704
13,72,0.864
13,73,30.656
13,74,30.656
13,75,37.568
13,76,30.656
13,77,6.912
13,78,30.656
13,79,30.656
13,80,30.656
13,81,27.2
13,82,10.368
13,83,0.0
13,84,30.656
13,85,6.912
13,86,30.656
13,87,26.336
13,88,1.152
13,89,30.656
13,90,6.912
13,91,54.4
13,92,36.704
13,93,7.776
13,94,1449.931
13,95,539.844
13,96,1707.981
13,97,2095.056
13,98,522.148
13,99,7.776
13,100,3028.888
13,101,1707.981
13,102,289446.475
13,103,3.456
13,104,47.232
13,105,87.552
13,106,111.29599999999999
13,107,716.101
13,108,390.531
13,109,132.481
13,110,675.7810000000001
13,111,1588.172
13,112,1578.9560000000001
13,113,1589.708
13,114,652.037
13,115,6.912
13,116,1339.338
13,117,1707.981
13,118,3025.4320000000002
13,119,139.393
13,120,23.744
13,121,1684.237
13,122,2376.85
13,123,393.987
13,124,1607.7540000000001
13,125,139.393
13,126,1707.982
13,127,30.656
13,128,288.706
13,129,910.087
13,130,288.706
13,131,1707.981
13,132,1707.981
13,133,781.062
13,134,810.796
13,135,910.087
13,136,288.706
13,137,1578.9560000000001
13,138,1589.708
13,139,1707.981
13,140,516.1
13,141,523.0120000000001
13,142,1069.768
13,143,3021.976
13,144,1707.981
13,145,523.0120000000001
