cell,slot,throughput
21,0,676.933
21,1,30.656
21,2,30.656
21,3,37.568
21,4,30.656
21,5,6.912
21,6,23.744
21,7,36.704
21,8,0.864
21,9,30.656
21,10,30.656
21,11,37.568
21,12,30.656
21,13,6.912
21,14,30.656
21,15,30.656
21,16,30.656
21,17,27.2
21,18,10.368
21,19,0.0
21,20,57.312
21,21,87.55199999999999
21,22,101.936
21,23,56.576
21,24,1.944
21,25,30.656
21,26,6.912
21,27,54.4
21,28,36.704
21,29,7.776
21,30,30.656
21,31,23.744
21,32,30.656
21,33,30.656
21,34,6.048
21,35,7.776
21,36,61.312
21,37,30.656
21,38,27.2
21,39,3.456
21,40,30.656
21,41,6.912
21,42,30.656
21,43,30.656
21,44,3.456
21,45,3.456
21,46,30.656
21,47,30.656
21,48,30.656
21,49,30.656
21,50,6.912
21,51,6.912
21,52,30.656
21,53,30.656
21,54,57.856
21,55,10.368
21,56,23.744
21,57,6.912
21,58,54.4
21,59,6.912
21,60,27.2
21,61,10.368
21,62,127.873
21,63,111.29599999999999
21,64,22560.895999999997
21,65,6.912
21,66,30.656
21,67,30.656
21,68,30.656
21,69,6.912
21,70,23.744
21,71,6.912
21,72,30.656
21,73,30.656
21,74,30.656
21,75,30.656
21,76,0.0
21,77,6.912
21,78,37.568
21,79,54.4
21,80,30.656
21,81,6.912
21,82,6.912
21,83,30.656
21,84,0.0
21,85,30.656
21,86,30.656
21,87,37.568
21,88,30.656
21,89,6.912
21,90,30.656
21,91,30.656
21,92,6.912
21,93,30.656
21,94,30.656
21,95,0.0
21,96,30.656
21,97,30.656
21,98,6.912
21,99,30.656
21,100,30.656
21,101,23.744
21,102,30.656
21,103,6.912
21,104,104.545
21,105,111.296
21,106,77.472
21,107,26.336
21,108,11.232
21,109,23.744
21,110,30.656
21,111,30.656
21,112,37.568
21,113,30.656
21,114,6.912
21,115,30.656
21,116,30.656
21,117,27.2
21,118,10.367999999999999
21,119,30.656
21,120,0.0
21,121,30.656
