cell,slot,throughput
17,0,676.933
17,1,6.912
17,2,30.656
17,3,37.568
17,4,30.656
17,5,30.656
17,6,23.744
17,7,30.656
17,8,6.912
17,9,30.656
17,10,30.656
17,11,6.912
17,12,23.744
17,13,30.656
17,14,6.912
17,15,30.656
17,16,30.656
17,17,30.656
17,18,6.912
17,19,30.656
17,20,74.305
17,21,87.552
17,22,111.296
17,23,43.903999999999996
17,24,6.912
17,25,30.656
17,26,6.912
17,27,30.656
17,28,30.656
17,29,37.568
17,30,30.656
17,31,23.744
17,32,30.656
17,33,30.656
17,34,6.912
17,35,30.656
17,36,6.912
17,37,23.744
17,38,30.656
17,39,30.656
17,40,6.912
17,41,30.656
17,42,6.912
17,43,0.0
17,44,37.568
17,45,27.2
17,46,34.111999999999995
17,47,30.656
17,48,30.656
17,49,6.912
17,50,30.656
17,51,0.0
17,52,30.656
17,53,30.656
17,54,61.312
17,55,6.912
17,56,30.656
17,57,30.656
17,58,30.656
17,59,30.656
17,60,6.912
17,61,6.912
17,62,0.0
17,63,87.552
17,64,101.936
17,65,87.552
17,66,28.28
17,67,6.912
17,68,23.744
17,69,30.656
17,70,30.656
17,71,37.568
17,72,30.656
17,73,30.656
17,74,6.912
17,75,54.4
17,76,0.0
17,77,6.912
17,78,30.656
17,79,61.312
17,80,30.656
17,81,6.912
17,82,6.912
17,83,30.656
17,84,6.912
17,85,30.656
17,86,27.2
17,87,3.456
17,88,6.912
17,89,30.656
17,90,30.656
17,91,30.656
17,92,27.2
17,93,3.456
17,94,30.656
17,95,30.656
17,96,61.312
17,97,6.912
17,98,6.912
17,99,23.744
17,100,37.568
17,101,23.744
17,102,30.656
17,103,6.912
17,104,94.465
17,105,87.552
17,106,22601.216
17,107,27.2
17,108,10.368
17,109,30.656
17,110,30.656
17,111,30.656
17,112,0.0
17,113,27.2
17,114,10.368
17,115,30.656
17,116,23.744
17,117,30.656
17,118,30.656
17,119,6.048
17,120,31.52
17,121,37.568
17,122,30.656
17,123,29.792
17,124,0.864
17,125,30.656
17,126,6.912
17,127,6.912
17,128,30.656
17,129,37.568
17,130,30.656
17,131,30.656
17,132,23.744
17,133,30.656
17,134,6.912
17,135,30.656
17,136,30.656
17,137,6.912
17,138,23.744
17,139,30.656
17,140,6.912
17,141,30.656
17,142,30.656
17,143,30.656
17,144,6.912
17,145,29.792
17,146,7.776
17,147,144.865
17,148,111.296
17,149,53.984
17,150,6.912
17,151,30.656
17,152,6.912
17,153,30.656
17,154,30.656
17,155,30.656
17,156,30.656
17,157,30.656
17,158,30.656
17,159,30.656
17,160,6.912
17,161,30.656
17,162,6.912
17,163,23.744
17,164,30.656
17,165,30.656
17,166,6.912
17,167,30.656
17,168,6.912
17,169,0.0
17,170,30.656
17,171,34.112
17,172,34.111999999999995
17,173,30.656
17,174,30.656
17,175,6.912
17,176,30.656
17,177,0.0
17,178,30.656
17,179,30.656
17,180,61.312
17,181,6.912
17,182,6.912
17,183,30.656
17,184,30.656
17,185,30.656
17,186,30.656
17,187,6.912
17,188,0.0
17,189,87.552
17,190,78.19200000000001
17,191,111.296
17,192,28.28
17,193,6.912
17,194,23.744
17,195,30.656
17,196,30.656
17,197,37.568
17,198,30.656
17,199,6.912
17,200,23.744
17,201,37.568
17,202,23.744
17,203,6.912
17,204,30.656
17,205,61.312
17,206,30.656
17,207,6.912
17,208,6.912
17,209,30.656
17,210,6.912
17,211,30.656
17,212,27.2
17,213,0.0
17,214,10.367999999999999
17,215,30.656
17,216,30.656
17,217,30.656
17,218,27.2
17,219,3.456
17,220,6.912
17,221,3703.963
17,222,6230.769
17,223,2353.106
17,224,6.912
17,225,1055.944
17,226,4940.519
17,227,2088.1440000000002
17,228,2071.312
17,229,2159.565
17,230,94.465
17,231,87.552
17,232,22601.216
17,233,1832.6860000000001
17,234,520.42
17,235,1837.006
17,236,3385.306
17,237,3385.306
17,238,264.962
17,239,2890.69
17,240,520.42
17,241,1837.006
17,242,3127.2560000000003
17,243,3148.76
17,244,2869.206
